E/RvCPT;EXPL;Ingles;Forma;es;gq;cu;do;pr;mx;gt;hn;sv;ni;cr;pa;co;ve;ec;pe;bo;cl;py;uy;ar
R;A015;Gorro unido a una prenda, por ejemplo abrigo.;HOOD;capa;-;-;-;-;+;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-
R;A015;Gorro unido a una prenda, por ejemplo abrigo.;HOOD;capote;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-
R;A015;Gorro unido a una prenda, por ejemplo abrigo.;HOOD;capucha;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;+;+;+
R;A015;Gorro unido a una prenda, por ejemplo abrigo.;HOOD;capuchón;-;-;+;+;-;+;-;-;-;-;-;+;-;-;-;-;-;-;+;-;-
R;A015;Gorro unido a una prenda, por ejemplo abrigo.;HOOD;gorro;-;-;+;-;+;+;-;+;-;+;+;-;-;+;-;-;-;+;-;-;-
R;A016;Pieza de adorno usada por el hombre, con dos extremos cruzados.;BOW TIE;bigote de gato;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-
R;A016;Pieza de adorno usada por el hombre, con dos extremos cruzados.;BOW TIE;corbata de cuello;-;-;+;-;-;-;+;-;-;+;-;-;-;+;-;-;-;-;+;-;-
R;A016;Pieza de adorno usada por el hombre, con dos extremos cruzados.;BOW TIE;corbata de lacito;-;-;+;+;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-
R;A016;Pieza de adorno usada por el hombre, con dos extremos cruzados.;BOW TIE;corbata de lazo;-;+;+;+;+;-;-;-;-;-;-;-;-;+;+;-;-;+;-;-;-
R;A016;Pieza de adorno usada por el hombre, con dos extremos cruzados.;BOW TIE;corbata de moño;-;-;-;-;-;+;-;-;-;-;-;+;-;-;-;-;-;-;+;+;+
R;A016;Pieza de adorno usada por el hombre, con dos extremos cruzados.;BOW TIE;corbata de pajarita;-;+;+;-;-;+;-;-;-;-;-;-;+;+;-;-;-;-;-;+;-
R;A016;Pieza de adorno usada por el hombre, con dos extremos cruzados.;BOW TIE;corbata de pajarito;-;-;-;-;+;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A016;Pieza de adorno usada por el hombre, con dos extremos cruzados.;BOW TIE;corbata gato;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-
R;A016;Pieza de adorno usada por el hombre, con dos extremos cruzados.;BOW TIE;corbatín;-;-;-;-;-;-;+;+;+;+;+;-;+;+;-;-;-;-;-;-;-
R;A016;Pieza de adorno usada por el hombre, con dos extremos cruzados.;BOW TIE;gatito;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-
R;A016;Pieza de adorno usada por el hombre, con dos extremos cruzados.;BOW TIE;lacito;-;-;+;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A016;Pieza de adorno usada por el hombre, con dos extremos cruzados.;BOW TIE;lazo;-;-;+;-;+;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-
R;A016;Pieza de adorno usada por el hombre, con dos extremos cruzados.;BOW TIE;moñita;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;+;-
R;A016;Pieza de adorno usada por el hombre, con dos extremos cruzados.;BOW TIE;moñito;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;+
R;A016;Pieza de adorno usada por el hombre, con dos extremos cruzados.;BOW TIE;moño;-;-;-;-;-;+;-;-;-;-;-;+;-;-;-;-;-;-;+;+;+
R;A016;Pieza de adorno usada por el hombre, con dos extremos cruzados.;BOW TIE;pajarita;+;+;+;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A017;Adorno que se ponen las mujeres en las orejas.;EARRINGS;aretes;-;-;+;+;+;+;+;+;+;+;+;+;+;-;+;+;+;-;-;-;-
R;A017;Adorno que se ponen las mujeres en las orejas.;EARRINGS;argollas;-;-;+;+;-;-;-;+;-;+;-;+;-;-;-;-;-;-;-;-;-
R;A017;Adorno que se ponen las mujeres en las orejas.;EARRINGS;aritos;-;-;-;-;-;-;-;+;+;-;-;-;-;-;-;-;-;-;+;+;+
R;A017;Adorno que se ponen las mujeres en las orejas.;EARRINGS;aros;-;-;-;-;-;-;-;-;-;+;-;+;-;-;-;-;-;-;+;+;+
R;A017;Adorno que se ponen las mujeres en las orejas.;EARRINGS;arracadas;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A017;Adorno que se ponen las mujeres en las orejas.;EARRINGS;caravanas;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;+;-
R;A017;Adorno que se ponen las mujeres en las orejas.;EARRINGS;chapas;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;+;-;-;-
R;A017;Adorno que se ponen las mujeres en las orejas.;EARRINGS;pantallas;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A017;Adorno que se ponen las mujeres en las orejas.;EARRINGS;pendientes;+;+;+;-;+;+;-;-;-;+;-;-;-;-;-;+;-;-;-;-;+
R;A017;Adorno que se ponen las mujeres en las orejas.;EARRINGS;zarcillos;-;-;-;-;-;-;-;-;-;+;-;-;-;+;-;-;-;-;-;-;-
R;A018;Prenda de malla usada para recoger el pelo.;HAIRNET;malla para el pelo;-;-;-;-;-;+;-;-;+;-;-;-;-;-;+;-;-;-;-;-;-
R;A018;Prenda de malla usada para recoger el pelo.;HAIRNET;prendedor;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A018;Prenda de malla usada para recoger el pelo.;HAIRNET;red;+;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A018;Prenda de malla usada para recoger el pelo.;HAIRNET;redecilla;+;-;+;+;+;+;+;+;-;+;-;+;-;-;-;+;-;-;-;+;+
R;A019;Aro con una piedra que se pone en los dedos de la mano como adorno.;RING;alianza;-;-;+;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-
R;A019;Aro con una piedra que se pone en los dedos de la mano como adorno.;RING;anillo;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;+;+;+
R;A019;Aro con una piedra que se pone en los dedos de la mano como adorno.;RING;argolla;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A019;Aro con una piedra que se pone en los dedos de la mano como adorno.;RING;aro;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-
R;A019;Aro con una piedra que se pone en los dedos de la mano como adorno.;RING;de matrimonio;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;+;-;-;-;-
R;A019;Aro con una piedra que se pone en los dedos de la mano como adorno.;RING;sortija;+;+;+;-;+;+;-;-;-;+;-;+;-;+;-;+;-;+;+;-;+
R;A020;Botones con que se cierran los puños de la camisa.;CUFFLINKS;broches;-;-;-;-;+;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-
R;A020;Botones con que se cierran los puños de la camisa.;CUFFLINKS;colleras;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A020;Botones con que se cierran los puños de la camisa.;CUFFLINKS;emprendedores;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A020;Botones con que se cierran los puños de la camisa.;CUFFLINKS;gemelos;+;+;+;+;+;+;-;-;+;+;-;+;-;-;+;+;+;-;+;+;+
R;A020;Botones con que se cierran los puños de la camisa.;CUFFLINKS;mancornas;-;-;-;-;-;-;-;-;-;-;-;-;+;+;-;-;-;+;-;-;-
R;A020;Botones con que se cierran los puños de la camisa.;CUFFLINKS;mancuernas;-;-;-;-;-;+;-;+;-;+;-;+;-;-;-;-;-;-;-;-;-
R;A020;Botones con que se cierran los puños de la camisa.;CUFFLINKS;mancuernillas;-;-;-;-;-;+;+;+;+;+;+;-;-;-;-;-;-;-;-;-;-
R;A020;Botones con que se cierran los puños de la camisa.;CUFFLINKS;yugos;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A020;Botones con que se cierran los puños de la camisa.;CUFFLINKS;yuntas;-;-;-;-;+;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-
R;A021;Sustancia de color oscuro que emplean las mujeres como cosm‚tico en las pestañas.;MASCARA;marbelline [marbeyín];-;-;+;+;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-
R;A021;Sustancia de color oscuro que emplean las mujeres como cosm‚tico en las pestañas.;MASCARA;máscara;+;-;-;-;+;+;+;-;-;-;-;-;-;+;-;-;-;+;+;-;+
R;A021;Sustancia de color oscuro que emplean las mujeres como cosm‚tico en las pestañas.;MASCARA;maybellin ;-;-;+;-;-;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A021;Sustancia de color oscuro que emplean las mujeres como cosm‚tico en las pestañas.;MASCARA;pestañina;-;+;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-
R;A021;Sustancia de color oscuro que emplean las mujeres como cosm‚tico en las pestañas.;MASCARA;rímel;+;-;+;+;+;+;+;+;+;+;-;+;+;+;+;+;+;+;+;+;+
R;A022;Cinta que tiene marcada la longitud y es utilizada para medir.;TAPE MEASURE;centímetro;-;+;+;-;-;-;-;-;-;+;-;-;-;-;-;+;-;+;+;+;+
R;A022;Cinta que tiene marcada la longitud y es utilizada para medir.;TAPE MEASURE;cinta (de medir);-;-;+;+;+;+;-;-;+;+;-;+;-;-;-;-;-;-;+;+;-
R;A022;Cinta que tiene marcada la longitud y es utilizada para medir.;TAPE MEASURE;cinta métrica;+;+;+;+;+;+;-;+;+;-;+;+;-;+;+;+;+;-;+;-;+
R;A022;Cinta que tiene marcada la longitud y es utilizada para medir.;TAPE MEASURE;huincha (de medir);-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-
R;A022;Cinta que tiene marcada la longitud y es utilizada para medir.;TAPE MEASURE;metro;+;+;+;+;+;-;+;+;-;-;-;-;+;+;-;+;+;-;+;+;+
R;A023;Pieza de tela que sirve para colgar de los hombros la falda.;BRACES (US:SUSPENDERS);breteles;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;-;-
R;A023;Pieza de tela que sirve para colgar de los hombros la falda.;BRACES (US:SUSPENDERS);bruteles;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A023;Pieza de tela que sirve para colgar de los hombros la falda.;BRACES (US:SUSPENDERS);cargaderas;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A023;Pieza de tela que sirve para colgar de los hombros la falda.;BRACES (US:SUSPENDERS);elásticas;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-
R;A023;Pieza de tela que sirve para colgar de los hombros la falda.;BRACES (US:SUSPENDERS);suspensores;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-
R;A023;Pieza de tela que sirve para colgar de los hombros la falda.;BRACES (US:SUSPENDERS);tiradores;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+
R;A023;Pieza de tela que sirve para colgar de los hombros la falda.;BRACES (US:SUSPENDERS);tirantas;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-
R;A023;Pieza de tela que sirve para colgar de los hombros la falda.;BRACES (US:SUSPENDERS);tirantes;+;+;+;+;+;+;+;+;+;+;+;+;-;+;+;+;+;+;+;-;+
R;A024;Prenda de punto que recubre el pie.;SOCKS;calcetas;-;-;-;-;-;+;+;-;-;+;-;-;-;-;-;-;-;-;-;-;-
R;A024;Prenda de punto que recubre el pie.;SOCKS;calcetines;+;+;+;-;+;+;+;+;+;+;-;-;-;-;-;+;+;-;-;+;-
R;A024;Prenda de punto que recubre el pie.;SOCKS;calcetines cortos;-;-;+;-;-;+;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-
R;A024;Prenda de punto que recubre el pie.;SOCKS;medias;-;-;+;+;+;+;-;-;-;-;+;+;+;+;+;+;+;+;+;+;+
R;A024;Prenda de punto que recubre el pie.;SOCKS;soquetes;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;+;+
R;A025;Zapatos ligeros y cómodos de tela sin cordones, que se utilizan para estar en casa.;SLIPPERS;chanclas;-;-;-;-;+;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-
R;A025;Zapatos ligeros y cómodos de tela sin cordones, que se utilizan para estar en casa.;SLIPPERS;chancletas;-;+;+;+;+;-;-;-;+;+;+;-;-;-;-;-; ;+;+;-;+
R;A025;Zapatos ligeros y cómodos de tela sin cordones, que se utilizan para estar en casa.;SLIPPERS;chinelas;-;-;+;-;+;-;-;-;-;+;-;+;-;-;-;-;-;+;-;-;+
R;A025;Zapatos ligeros y cómodos de tela sin cordones, que se utilizan para estar en casa.;SLIPPERS;cholas;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-
R;A025;Zapatos ligeros y cómodos de tela sin cordones, que se utilizan para estar en casa.;SLIPPERS;cutalas;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A025;Zapatos ligeros y cómodos de tela sin cordones, que se utilizan para estar en casa.;SLIPPERS;cutaras;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A025;Zapatos ligeros y cómodos de tela sin cordones, que se utilizan para estar en casa.;SLIPPERS;mafaldas ;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A025;Zapatos ligeros y cómodos de tela sin cordones, que se utilizan para estar en casa.;SLIPPERS;pantuflas;+;-;+;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;+;+;+
R;A025;Zapatos ligeros y cómodos de tela sin cordones, que se utilizan para estar en casa.;SLIPPERS;sandalias;-;+;+;+;+;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-
R;A025;Zapatos ligeros y cómodos de tela sin cordones, que se utilizan para estar en casa.;SLIPPERS;zapatillas;+;+;+;+;+;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-
R;A025;Zapatos ligeros y cómodos de tela sin cordones, que se utilizan para estar en casa.;SLIPPERS;zapatillas de levantarse;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-
R;A026;Pieza que se pone por debajo en el calzado para que por ese extremo quede más alto.;HEEL;taco;-;-;-;+;+;-;-;-;-;-;-;-;-;-;-;+;+;-;+;+;+
R;A026;Pieza que se pone por debajo en el calzado para que por ese extremo quede más alto.;HEEL;taco alto;-;-;-;+;+;-;-;-;-;-;-;-;-;-;+;+;-;-;+;+;+
R;A026;Pieza que se pone por debajo en el calzado para que por ese extremo quede más alto.;HEEL;tacón;+;+;+;+;+;+;+;+;+;+;+;+;+;+;-;+;-;+;-;-;-
R;A026;Pieza que se pone por debajo en el calzado para que por ese extremo quede más alto.;HEEL;tacón alto;+;-;+;-;-;+;-;+;-;+;-;+;-;+;-;-;-;+;-;-;-
R;A026;Pieza que se pone por debajo en el calzado para que por ese extremo quede más alto.;HEEL;talón;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-
R;A027;Prenda interior femenina que va desde la cintura hasta el final de la falda y se pone debajo de ésta.;UNDERSKIRT;combinación;+;+;-;-;-;-;-;-;-;-;+;-;+;-;-;-;+;+;-;-;+
R;A027;Prenda interior femenina que va desde la cintura hasta el final de la falda y se pone debajo de ésta.;UNDERSKIRT;enagua;-;-;+;-;+;-;-;-;-;-;-;+;-;-;+;+;+;-;+;-;+
R;A027;Prenda interior femenina que va desde la cintura hasta el final de la falda y se pone debajo de ésta.;UNDERSKIRT;enaguas;-;-;+;-;+;+;-;-;-;-;-;-;+;-;-;+;-;-;-;-;+
R;A027;Prenda interior femenina que va desde la cintura hasta el final de la falda y se pone debajo de ésta.;UNDERSKIRT;fondo;-;-;-;-;-;+;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-
R;A027;Prenda interior femenina que va desde la cintura hasta el final de la falda y se pone debajo de ésta.;UNDERSKIRT;forro;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-
R;A027;Prenda interior femenina que va desde la cintura hasta el final de la falda y se pone debajo de ésta.;UNDERSKIRT;fustán;-;-;-;-;-;-;+;-;+;+;+;-;-;-;-;-;-;-;-;-;-
R;A027;Prenda interior femenina que va desde la cintura hasta el final de la falda y se pone debajo de ésta.;UNDERSKIRT;justán;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-
R;A027;Prenda interior femenina que va desde la cintura hasta el final de la falda y se pone debajo de ésta.;UNDERSKIRT;medio fondo;-;-;-;+;-;+;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-
R;A027;Prenda interior femenina que va desde la cintura hasta el final de la falda y se pone debajo de ésta.;UNDERSKIRT;medio viso;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-
R;A027;Prenda interior femenina que va desde la cintura hasta el final de la falda y se pone debajo de ésta.;UNDERSKIRT;peticote;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-
R;A027;Prenda interior femenina que va desde la cintura hasta el final de la falda y se pone debajo de ésta.;UNDERSKIRT;refajo;-;-;-;+;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A027;Prenda interior femenina que va desde la cintura hasta el final de la falda y se pone debajo de ésta.;UNDERSKIRT;saya;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A027;Prenda interior femenina que va desde la cintura hasta el final de la falda y se pone debajo de ésta.;UNDERSKIRT;sayuela;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A027;Prenda interior femenina que va desde la cintura hasta el final de la falda y se pone debajo de ésta.;UNDERSKIRT;viso;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;+
R;A027;Prenda interior femenina que va desde la cintura hasta el final de la falda y se pone debajo de ésta.;UNDERSKIRT;viso de cintura;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-
R;A028;Prenda interior femenina que se lleva debajo del vestido.;PETTICOART;bata íntima;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-
R;A028;Prenda interior femenina que se lleva debajo del vestido.;PETTICOART;camisón;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-
R;A028;Prenda interior femenina que se lleva debajo del vestido.;PETTICOART;combinación;+;+;-;-;-;-;+;-;+;+;+;-;+;-;+;-;+;-;-;-;+
R;A028;Prenda interior femenina que se lleva debajo del vestido.;PETTICOART;combinado;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A028;Prenda interior femenina que se lleva debajo del vestido.;PETTICOART;enagua(s);-;+;-;-;-;+;-;-;-;-;-;-;+;-;-;+;+;+;+;-;+
R;A028;Prenda interior femenina que se lleva debajo del vestido.;PETTICOART;fondo;-;-;-;-;-;+;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-
R;A028;Prenda interior femenina que se lleva debajo del vestido.;PETTICOART;fondo completo;-;-;-;+;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A028;Prenda interior femenina que se lleva debajo del vestido.;PETTICOART;fondo entero;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A028;Prenda interior femenina que se lleva debajo del vestido.;PETTICOART;forro;+;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A028;Prenda interior femenina que se lleva debajo del vestido.;PETTICOART;peticote;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-
R;A028;Prenda interior femenina que se lleva debajo del vestido.;PETTICOART;viso;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;-
R;A029;Prenda interior femenina que recubre la parte inferior de la cintura.;PANTIES;blúmer(s);-;-;+;+;-;-;-;+;+;+;+;-;-;-;-;-;-;-;-;-;-
R;A029;Prenda interior femenina que recubre la parte inferior de la cintura.;PANTIES;bombacha;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+
R;A029;Prenda interior femenina que recubre la parte inferior de la cintura.;PANTIES;bragas;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A029;Prenda interior femenina que recubre la parte inferior de la cintura.;PANTIES;calzón;-;-;-;-;-;+;+;+;-;+;-;-;-;-;+;+;+;-;-;-;+
R;A029;Prenda interior femenina que recubre la parte inferior de la cintura.;PANTIES;calzonarios;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-
R;A029;Prenda interior femenina que recubre la parte inferior de la cintura.;PANTIES;calzones;-;-;-;-;-;+;-;-;+;-;+;-;+;-;-;+;+;+;-;-;+
R;A029;Prenda interior femenina que recubre la parte inferior de la cintura.;PANTIES;interior(es);-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;+;-;-;-
R;A029;Prenda interior femenina que recubre la parte inferior de la cintura.;PANTIES;pantaleta(s);-;-;-;-;+;+;-;-;-;-;-;-;-;+;-;-;-;+;-;-;-
R;A029;Prenda interior femenina que recubre la parte inferior de la cintura.;PANTIES;panti(s);-;+;-;+;+;+;-;-;-;+;+;+;+;+;+;-;+;-;-;-;-
R;A029;Prenda interior femenina que recubre la parte inferior de la cintura.;PANTIES;trusa;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;+
R;A030;Prenda interior femenina que se utiliza para sujetar los senos.;BRASSIERE;ajustador(es);-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-
R;A030;Prenda interior femenina que se utiliza para sujetar los senos.;BRASSIERE;brasiel;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A030;Prenda interior femenina que se utiliza para sujetar los senos.;BRASSIERE;brassiere;-;-;-;+;+;+;+;-;+;+;+;+;-;+;-;+;-;-;-;-;-
R;A030;Prenda interior femenina que se utiliza para sujetar los senos.;BRASSIERE;corpiño;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;+;+;+
R;A030;Prenda interior femenina que se utiliza para sujetar los senos.;BRASSIERE;portaseno;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-
R;A030;Prenda interior femenina que se utiliza para sujetar los senos.;BRASSIERE;sostén;-;+;-;+;+;+;-;-;-;+;-;-;-;+;+;+;+;-;+;-;+
R;A030;Prenda interior femenina que se utiliza para sujetar los senos.;BRASSIERE;soutien [sutién];-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+
R;A030;Prenda interior femenina que se utiliza para sujetar los senos.;BRASSIERE;sujetador;+;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A030;Prenda interior femenina que se utiliza para sujetar los senos.;BRASSIERE;tallador;-;-;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;+;-;-;-
R;A031;Cierre para prendas de vestir consistente en dos filas de dientes engarzados en dos cintas.;ZIP FASTENER (US:ZIPPER);bragueta;+;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-
R;A031;Cierre para prendas de vestir consistente en dos filas de dientes engarzados en dos cintas.;ZIP FASTENER (US:ZIPPER);cierre;-;-;-;-;-;+;-;-;-;-;-;+;-;+;+;+;+;-;+;+;+
R;A031;Cierre para prendas de vestir consistente en dos filas de dientes engarzados en dos cintas.;ZIP FASTENER (US:ZIPPER);cierre relámpago;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+
R;A031;Cierre para prendas de vestir consistente en dos filas de dientes engarzados en dos cintas.;ZIP FASTENER (US:ZIPPER);cremallera;+;+;-;-;+;-;-;-;-;-;-;-;+;-;-;-;-;+;-;-;+
R;A031;Cierre para prendas de vestir consistente en dos filas de dientes engarzados en dos cintas.;ZIP FASTENER (US:ZIPPER);zíper;-;-;+;+;+;+;+;+;+;+;+;+;-;-;-;-;-;-;-;-;-
R;A032;Alfiler formado por dos partes, una que termina en punta y la otra en una curvatura en donde entra la primera.;SAFETY PIN;alfiler;-;-;+;+;-;-;-;-;-;+;-;-;-;+;-;-;-;-;-;-;-
R;A032;Alfiler formado por dos partes, una que termina en punta y la otra en una curvatura en donde entra la primera.;SAFETY PIN;alfiler de criandera;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A032;Alfiler formado por dos partes, una que termina en punta y la otra en una curvatura en donde entra la primera.;SAFETY PIN;alfiler de gancho;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;+
R;A032;Alfiler formado por dos partes, una que termina en punta y la otra en una curvatura en donde entra la primera.;SAFETY PIN;alfiler de seguridad;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A032;Alfiler formado por dos partes, una que termina en punta y la otra en una curvatura en donde entra la primera.;SAFETY PIN;chambra;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-;-
R;A032;Alfiler formado por dos partes, una que termina en punta y la otra en una curvatura en donde entra la primera.;SAFETY PIN;gacilla;-;-;-;-;-;-;-;-;-;+;+;-;-;-;-;-;-;-;-;-;-
R;A032;Alfiler formado por dos partes, una que termina en punta y la otra en una curvatura en donde entra la primera.;SAFETY PIN;gancho (para ropa);-;-;-;-;-;-;+;+;+;-;-;-;+;-;-;-;+;-;-;-;-
R;A032;Alfiler formado por dos partes, una que termina en punta y la otra en una curvatura en donde entra la primera.;SAFETY PIN;imperdible;+;+;+;+;+;-;-;-;-;-;-;+;-;+;+;+;-;-;-;-;+
R;A032;Alfiler formado por dos partes, una que termina en punta y la otra en una curvatura en donde entra la primera.;SAFETY PIN;pin;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A032;Alfiler formado por dos partes, una que termina en punta y la otra en una curvatura en donde entra la primera.;SAFETY PIN;prendedor;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;+;-;-
R;A032;Alfiler formado por dos partes, una que termina en punta y la otra en una curvatura en donde entra la primera.;SAFETY PIN;seguro;-;-;-;-;-;+;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A032;Alfiler formado por dos partes, una que termina en punta y la otra en una curvatura en donde entra la primera.;SAFETY PIN;traba de gancho;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A033;Pieza que se pulsa para juntar dos partes de una prenda.;CLASP;botón (de presión);+;-;-;+;+;+;-;-;-;-;+;+;-;+;-;-;-;-;+;-;-
R;A033;Pieza que se pulsa para juntar dos partes de una prenda.;CLASP;broche (de presión);+;-;+;+;+;+;+;+;+;+;+;-;+;+;-;+;+;-;+;+;+
R;A033;Pieza que se pulsa para juntar dos partes de una prenda.;CLASP;gafete;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-;-
R;A033;Pieza que se pulsa para juntar dos partes de una prenda.;CLASP;remache;-;-;-;-;-;-;-;-;+;-;-;-;-;-;-;-;-;+;-;-;-
R;A035;Anteojos usados corrientemente que se apoyan en la nariz y en las orejas. (No son de color oscuro para el sol.);GLASSES;anteojos;-;-;-;-;+;+;+;+;+;+;+;+;+;+;-;+;-;-;+;-;+
